name,description,stock_quantity,price,category,requires_prescription
TTidine,Reduces stomach acid,527,75.78,Antacids,true
TTidine,Reduces stomach acid,104,30.76,Antacids,true
NAcid 144mg,Reduces stomach acid,133,11.23,Antacids,false
GAcid,Reduces stomach acid,31,13.08,Antacids,true
SAcid,Reduces stomach acid,721,70.24,Antacids,false
ERazole 436mg,Reduces stomach acid,21,61.84,Antacids,true
ORazole,Reduces stomach acid,586,6.12,Antacids,true
GTidine,Reduces stomach acid,713,88.61,Antacids,true
LTidine 439mg,Reduces stomach acid,235,8.98,Antacids,true
CRazole,Reduces stomach acid,251,82.98,Antacids,false
RTidine,Reduces stomach acid,562,83.64,Antacids,true
SAcid 286mg,Reduces stomach acid,207,32.11,Antacids,false
FAcid,Reduces stomach acid,60,78.37,Antacids,false
IAcid,Reduces stomach acid,704,75.7,Antacids,false
CTidine 500mg,Reduces stomach acid,65,36.64,Antacids,false
FAcid,Reduces stomach acid,567,27.35,Antacids,false
LTidine,Reduces stomach acid,46,38.83,Antacids,false
IAcid 431mg,Reduces stomach acid,595,88.18,Antacids,false
CTidine,Reduces stomach acid,467,36.63,Antacids,true
ERazole,Reduces stomach acid,657,73.96,Antacids,false
DRazole 147mg,Reduces stomach acid,663,5.24,Antacids,false
TRazole,Reduces stomach acid,317,15.61,Antacids,true
NAcid,Reduces stomach acid,525,34.15,Antacids,true
NAcid 122mg,Reduces stomach acid,757,15.56,Antacids,true
ORazole,Reduces stomach acid,678,73.46,Antacids,false
ORazole,Reduces stomach acid,710,43.13,Antacids,false
ORazole 183mg,Reduces stomach acid,627,27.51,Antacids,true
VRazole,Reduces stomach acid,35,43.46,Antacids,true
HAcid,Reduces stomach acid,44,51.16,Antacids,true
ZAcid 242mg,Reduces stomach acid,713,86.61,Antacids,false
ZTidine,Reduces stomach acid,762,30.68,Antacids,false
HRazole,Reduces stomach acid,317,44.36,Antacids,false
EAcid 226mg,Reduces stomach acid,146,45.97,Antacids,false
ARazole,Reduces stomach acid,609,14.07,Antacids,true
BRazole,Reduces stomach acid,746,10.54,Antacids,false
TRazole 485mg,Reduces stomach acid,609,22.08,Antacids,false
GTidine,Reduces stomach acid,246,68.76,Antacids,false
FTidine,Reduces stomach acid,500,69.79,Antacids,false
TTidine 127mg,Reduces stomach acid,284,46.9,Antacids,false
VAcid,Reduces stomach acid,579,49.85,Antacids,false
NTidine,Reduces stomach acid,689,80.9,Antacids,true
HAcid 224mg,Reduces stomach acid,200,33.01,Antacids,false
OTidine,Reduces stomach acid,318,67.7,Antacids,false
VTidine,Reduces stomach acid,558,57.67,Antacids,true
ORazole 223mg,Reduces stomach acid,272,48.26,Antacids,false
HTidine,Reduces stomach acid,434,64.51,Antacids,true
MAcid,Reduces stomach acid,771,55.08,Antacids,true
EAcid 178mg,Reduces stomach acid,39,6.64,Antacids,false
BAcid,Reduces stomach acid,184,7.41,Antacids,false
PTidine,Reduces stomach acid,378,58.85,Antacids,false
FAcid 450mg,Reduces stomach acid,227,75.09,Antacids,false
GTidine,Reduces stomach acid,634,88.23,Antacids,true
GTidine,Reduces stomach acid,758,83.02,Antacids,true
ARazole 471mg,Reduces stomach acid,578,54.53,Antacids,false
LTidine,Reduces stomach acid,608,58.95,Antacids,true
MOlol 368mg,Heart and blood pressure medication,542,48.05,Cardiovascular,true
TSartan,Heart and blood pressure medication,335,13.18,Cardiovascular,true
HSartan,Heart and blood pressure medication,501,23.04,Cardiovascular,true
TSartan 463mg,Heart and blood pressure medication,235,76.22,Cardiovascular,true
ZDipine,Heart and blood pressure medication,713,82.1,Cardiovascular,true
OSartan,Heart and blood pressure medication,91,69.72,Cardiovascular,true
IDipine 16mg,Heart and blood pressure medication,612,50.17,Cardiovascular,true
ROlol,Heart and blood pressure medication,343,49.59,Cardiovascular,true
ZPril,Heart and blood pressure medication,303,46.83,Cardiovascular,true
PPril 57mg,Heart and blood pressure medication,636,42.17,Cardiovascular,true
CSartan,Heart and blood pressure medication,40,56.15,Cardiovascular,true
FOlol,Heart and blood pressure medication,731,52.83,Cardiovascular,true
SSartan 467mg,Heart and blood pressure medication,626,78.01,Cardiovascular,true
EPril,Heart and blood pressure medication,345,51.21,Cardiovascular,true
SOlol,Heart and blood pressure medication,364,32.04,Cardiovascular,true
IDipine 301mg,Heart and blood pressure medication,362,18.85,Cardiovascular,true
BDipine,Heart and blood pressure medication,632,67.93,Cardiovascular,true
ZOlol,Heart and blood pressure medication,724,47.41,Cardiovascular,true
MOlol 50mg,Heart and blood pressure medication,225,17.98,Cardiovascular,true
BOlol,Heart and blood pressure medication,71,46.73,Cardiovascular,true
PSartan,Heart and blood pressure medication,512,86.71,Cardiovascular,true
IPril 90mg,Heart and blood pressure medication,249,81.68,Cardiovascular,true
IPril,Heart and blood pressure medication,800,56.82,Cardiovascular,true
LPril,Heart and blood pressure medication,715,68.93,Cardiovascular,true
RSartan 143mg,Heart and blood pressure medication,146,52.0,Cardiovascular,true
MOlol,Heart and blood pressure medication,170,8.65,Cardiovascular,true
GOlol,Heart and blood pressure medication,624,50.59,Cardiovascular,true
DDipine 56mg,Heart and blood pressure medication,357,68.28,Cardiovascular,true
MPril,Heart and blood pressure medication,69,80.09,Cardiovascular,true
MOlol,Heart and blood pressure medication,618,6.93,Cardiovascular,true
ODipine 322mg,Heart and blood pressure medication,705,75.7,Cardiovascular,true
VDipine,Heart and blood pressure medication,572,51.45,Cardiovascular,true
SPril,Heart and blood pressure medication,416,36.6,Cardiovascular,true
NPril 179mg,Heart and blood pressure medication,426,16.38,Cardiovascular,true
IOlol,Heart and blood pressure medication,131,59.5,Cardiovascular,true
GPril,Heart and blood pressure medication,506,75.81,Cardiovascular,true
VDipine 78mg,Heart and blood pressure medication,258,58.74,Cardiovascular,true
ODipine,Heart and blood pressure medication,654,59.55,Cardiovascular,true
FSartan,Heart and blood pressure medication,440,65.75,Cardiovascular,true
RDipine 419mg,Heart and blood pressure medication,402,37.45,Cardiovascular,true
PDipine,Heart and blood pressure medication,31,11.88,Cardiovascular,true
COlol,Heart and blood pressure medication,152,21.56,Cardiovascular,true
EDipine 248mg,Heart and blood pressure medication,327,24.13,Cardiovascular,true
NDipine,Heart and blood pressure medication,591,31.3,Cardiovascular,true
CSartan,Heart and blood pressure medication,524,23.96,Cardiovascular,true
IOlol 129mg,Heart and blood pressure medication,38,25.19,Cardiovascular,true
GPril,Heart and blood pressure medication,84,48.08,Cardiovascular,true
MSartan,Heart and blood pressure medication,487,38.06,Cardiovascular,true
MPril 312mg,Heart and blood pressure medication,725,55.05,Cardiovascular,true
LOlol,Heart and blood pressure medication,661,32.91,Cardiovascular,true
NOlol,Heart and blood pressure medication,713,10.19,Cardiovascular,true
TSartan 270mg,Heart and blood pressure medication,397,23.86,Cardiovascular,true
PSartan,Heart and blood pressure medication,192,82.83,Cardiovascular,true
AOlol,Heart and blood pressure medication,462,55.85,Cardiovascular,true
MOlol 242mg,Heart and blood pressure medication,341,74.19,Cardiovascular,true
EOlol,Heart and blood pressure medication,542,42.02,Cardiovascular,true
RDipine,Heart and blood pressure medication,179,42.81,Cardiovascular,true
VDipine 451mg,Heart and blood pressure medication,782,65.7,Cardiovascular,true
FDipine,Heart and blood pressure medication,234,5.08,Cardiovascular,true
ZSartan,Heart and blood pressure medication,400,50.2,Cardiovascular,true
ZPril 493mg,Heart and blood pressure medication,784,36.46,Cardiovascular,true
ODipine,Heart and blood pressure medication,94,44.86,Cardiovascular,true
CDipine,Heart and blood pressure medication,325,68.35,Cardiovascular,true
ODipine 278mg,Heart and blood pressure medication,28,60.22,Cardiovascular,true
OPril,Heart and blood pressure medication,73,72.32,Cardiovascular,true
TOlol,Heart and blood pressure medication,754,11.19,Cardiovascular,true
LOlol 457mg,Heart and blood pressure medication,411,78.41,Cardiovascular,true
COlol,Heart and blood pressure medication,75,59.46,Cardiovascular,true
TSartan,Heart and blood pressure medication,595,9.55,Cardiovascular,true
SOlol 59mg,Heart and blood pressure medication,406,69.63,Cardiovascular,true
HDipine,Heart and blood pressure medication,145,4.55,Cardiovascular,true
GOlol,Heart and blood pressure medication,658,12.12,Cardiovascular,true
MPril 451mg,Heart and blood pressure medication,223,85.95,Cardiovascular,true
BSartan,Heart and blood pressure medication,639,11.56,Cardiovascular,true
MPril,Heart and blood pressure medication,76,67.64,Cardiovascular,true
PSartan 224mg,Heart and blood pressure medication,681,23.84,Cardiovascular,true
ESartan,Heart and blood pressure medication,114,31.34,Cardiovascular,true
LOlol,Heart and blood pressure medication,503,65.01,Cardiovascular,true
RSartan 350mg,Heart and blood pressure medication,475,49.4,Cardiovascular,true
GOlol,Heart and blood pressure medication,669,30.5,Cardiovascular,true
ZSartan,Heart and blood pressure medication,577,48.84,Cardiovascular,true
ASartan 383mg,Heart and blood pressure medication,574,87.66,Cardiovascular,true
OPril,Heart and blood pressure medication,526,67.96,Cardiovascular,true
TOlol,Heart and blood pressure medication,769,54.72,Cardiovascular,true
NDipine 15mg,Heart and blood pressure medication,562,84.64,Cardiovascular,true
NOlol,Heart and blood pressure medication,132,8.21,Cardiovascular,true
RSartan,Heart and blood pressure medication,745,26.82,Cardiovascular,true
HPril 255mg,Heart and blood pressure medication,192,76.44,Cardiovascular,true
FOlol,Heart and blood pressure medication,243,41.57,Cardiovascular,true
SPril,Heart and blood pressure medication,701,29.14,Cardiovascular,true
IDipine 309mg,Heart and blood pressure medication,438,38.34,Cardiovascular,true
ZOlol,Heart and blood pressure medication,453,17.04,Cardiovascular,true
CPril,Heart and blood pressure medication,205,21.39,Cardiovascular,true
LSartan 106mg,Heart and blood pressure medication,357,6.64,Cardiovascular,true
HOlol,Heart and blood pressure medication,359,70.94,Cardiovascular,true
FDipine,Heart and blood pressure medication,431,33.91,Cardiovascular,true
OOlol 111mg,Heart and blood pressure medication,564,10.03,Cardiovascular,true
DSartan,Heart and blood pressure medication,691,18.35,Cardiovascular,true
AFormin 45mg,Blood sugar management,339,62.14,Diabetes,true
VGliflozin,Blood sugar management,553,29.47,Diabetes,true
MFormin,Blood sugar management,54,44.89,Diabetes,true
PGliflozin 458mg,Blood sugar management,165,72.8,Diabetes,true
ZGliflozin,Blood sugar management,591,56.69,Diabetes,true
EFormin,Blood sugar management,233,34.96,Diabetes,true
GFormin 469mg,Blood sugar management,235,75.79,Diabetes,true
EGliptin,Blood sugar management,133,51.53,Diabetes,true
TGliflozin,Blood sugar management,717,14.1,Diabetes,true
AGliflozin 434mg,Blood sugar management,309,51.36,Diabetes,true
GFormin,Blood sugar management,28,38.88,Diabetes,true
SFormin,Blood sugar management,202,85.83,Diabetes,true
GGliflozin 16mg,Blood sugar management,560,48.4,Diabetes,true
FFormin,Blood sugar management,613,4.04,Diabetes,true
CGliflozin,Blood sugar management,328,46.11,Diabetes,true
OGliflozin 116mg,Blood sugar management,635,23.65,Diabetes,true
HGliflozin,Blood sugar management,580,57.38,Diabetes,true
GFormin,Blood sugar management,310,73.81,Diabetes,true
AFormin 144mg,Blood sugar management,535,77.24,Diabetes,true
SGliptin,Blood sugar management,715,15.24,Diabetes,true
OGliptin,Blood sugar management,729,34.99,Diabetes,true
SGliptin 405mg,Blood sugar management,676,41.59,Diabetes,true
AGliptin,Blood sugar management,487,50.07,Diabetes,true
IGliptin,Blood sugar management,692,19.07,Diabetes,true
BGliflozin 484mg,Blood sugar management,610,34.43,Diabetes,true
GFormin,Blood sugar management,135,83.23,Diabetes,true
PGliflozin,Blood sugar management,740,32.36,Diabetes,true
OGliflozin 375mg,Blood sugar management,357,16.56,Diabetes,true
FFormin,Blood sugar management,327,10.6,Diabetes,true
RGliptin,Blood sugar management,47,50.36,Diabetes,true
MGliptin 437mg,Blood sugar management,737,88.61,Diabetes,true
LGliptin,Blood sugar management,673,39.5,Diabetes,true
BGliflozin,Blood sugar management,286,49.13,Diabetes,true
IFormin 94mg,Blood sugar management,358,18.33,Diabetes,true
IFormin,Blood sugar management,293,44.21,Diabetes,true
LFormin,Blood sugar management,191,64.71,Diabetes,true
MGliflozin 260mg,Blood sugar management,738,6.6,Diabetes,true
TGliptin,Blood sugar management,759,42.65,Diabetes,true
TGliptin,Blood sugar management,210,66.21,Diabetes,true
CGliptin 402mg,Blood sugar management,279,10.37,Diabetes,true
ZGliptin,Blood sugar management,105,39.44,Diabetes,true
ZFormin,Blood sugar management,596,30.25,Diabetes,true
EFormin 199mg,Blood sugar management,250,77.55,Diabetes,true
BFormin,Blood sugar management,394,31.5,Diabetes,true
NGliflozin,Blood sugar management,267,83.15,Diabetes,true
EGliflozin 348mg,Blood sugar management,80,33.17,Diabetes,true
NGliflozin,Blood sugar management,237,65.71,Diabetes,true
IGliptin,Blood sugar management,458,63.68,Diabetes,true
NGliptin 313mg,Blood sugar management,199,17.41,Diabetes,true
DFormin,Blood sugar management,72,9.21,Diabetes,true
LFormin,Blood sugar management,428,32.48,Diabetes,true
PFormin 384mg,Blood sugar management,583,25.58,Diabetes,true
OGliptin,Blood sugar management,67,19.13,Diabetes,true
GFormin,Blood sugar management,531,52.39,Diabetes,true
VGliflozin 434mg,Blood sugar management,571,64.17,Diabetes,true
PGliptin,Blood sugar management,766,72.11,Diabetes,true
SGliptin,Blood sugar management,383,29.22,Diabetes,true
SGliflozin 92mg,Blood sugar management,283,44.36,Diabetes,true
CFormin,Blood sugar management,715,8.1,Diabetes,true
LGliflozin,Blood sugar management,414,74.98,Diabetes,true
CGliflozin 94mg,Blood sugar management,544,27.91,Diabetes,true
MFormin,Blood sugar management,39,60.49,Diabetes,true
PGliflozin,Blood sugar management,454,72.44,Diabetes,true
CGliflozin 474mg,Blood sugar management,103,23.64,Diabetes,true
PGliptin,Blood sugar management,41,16.4,Diabetes,true
PFormin,Blood sugar management,700,89.8,Diabetes,true
NGliflozin 179mg,Blood sugar management,237,31.52,Diabetes,true
BGliptin,Blood sugar management,85,27.75,Diabetes,true
AFormin,Blood sugar management,728,52.95,Diabetes,true
FFormin 470mg,Blood sugar management,150,75.58,Diabetes,true
MFormin,Blood sugar management,281,20.67,Diabetes,true
MGliptin,Blood sugar management,449,61.28,Diabetes,true
HGliflozin 27mg,Blood sugar management,794,61.69,Diabetes,true
FGliptin,Blood sugar management,28,11.52,Diabetes,true
SGliptin,Blood sugar management,228,77.66,Diabetes,true
BGliflozin 245mg,Blood sugar management,73,46.78,Diabetes,true
PGliflozin,Blood sugar management,620,32.03,Diabetes,true
SGliflozin,Blood sugar management,705,60.82,Diabetes,true
BGliptin 297mg,Blood sugar management,28,21.57,Diabetes,true
NGliflozin,Blood sugar management,740,19.0,Diabetes,true
GGliflozin,Blood sugar management,467,31.5,Diabetes,true
FGliptin 46mg,Blood sugar management,217,25.53,Diabetes,true
IGliflozin,Blood sugar management,243,52.0,Diabetes,true
DGliptin,Blood sugar management,453,85.69,Diabetes,true
FGliptin 388mg,Blood sugar management,784,46.8,Diabetes,true
CFormin,Blood sugar management,223,81.39,Diabetes,true
DGliflozin,Blood sugar management,251,50.35,Diabetes,true
BFormin 333mg,Blood sugar management,524,56.31,Diabetes,true
VGliptin,Blood sugar management,465,70.87,Diabetes,true
PFormin,Blood sugar management,42,49.59,Diabetes,true
VGliptin 138mg,Blood sugar management,375,39.87,Diabetes,true
OFormin,Blood sugar management,112,43.41,Diabetes,true
EGliptin,Blood sugar management,699,46.5,Diabetes,true
MGliptin 78mg,Blood sugar management,567,12.91,Diabetes,true
DGliflozin,Blood sugar management,350,20.11,Diabetes,true
PFormin,Blood sugar management,323,37.66,Diabetes,true
AFormin 162mg,Blood sugar management,755,59.55,Diabetes,true
TGliptin,Blood sugar management,794,54.73,Diabetes,true
ZTerol 283mg,Breathing and lung treatment,22,37.66,Respiratory,true
GSone,Breathing and lung treatment,548,89.71,Respiratory,true
PTerol,Breathing and lung treatment,188,52.28,Respiratory,true
MSone 482mg,Breathing and lung treatment,89,34.3,Respiratory,true
TPhylline,Breathing and lung treatment,699,86.24,Respiratory,true
NSone,Breathing and lung treatment,596,42.86,Respiratory,true
CTerol 413mg,Breathing and lung treatment,114,54.47,Respiratory,true
PPhylline,Breathing and lung treatment,414,53.33,Respiratory,true
NPhylline,Breathing and lung treatment,595,80.08,Respiratory,true
OPhylline 263mg,Breathing and lung treatment,60,41.52,Respiratory,true
NPhylline,Breathing and lung treatment,620,59.64,Respiratory,true
MTerol,Breathing and lung treatment,361,65.05,Respiratory,true
IPhylline 401mg,Breathing and lung treatment,670,7.46,Respiratory,true
NPhylline,Breathing and lung treatment,457,4.95,Respiratory,true
ETerol,Breathing and lung treatment,69,33.84,Respiratory,true
APhylline 52mg,Breathing and lung treatment,354,61.69,Respiratory,true
FPhylline,Breathing and lung treatment,536,16.06,Respiratory,true
HPhylline,Breathing and lung treatment,127,48.81,Respiratory,true
ESone 211mg,Breathing and lung treatment,786,18.21,Respiratory,true
LPhylline,Breathing and lung treatment,324,81.83,Respiratory,true
MPhylline,Breathing and lung treatment,529,73.77,Respiratory,true
RSone 193mg,Breathing and lung treatment,615,31.4,Respiratory,true
ETerol,Breathing and lung treatment,299,71.29,Respiratory,true
HSone,Breathing and lung treatment,52,67.65,Respiratory,true
VSone 18mg,Breathing and lung treatment,781,60.96,Respiratory,true
NTerol,Breathing and lung treatment,629,27.51,Respiratory,true
VSone,Breathing and lung treatment,88,79.52,Respiratory,true
FPhylline 486mg,Breathing and lung treatment,250,60.87,Respiratory,true
IPhylline,Breathing and lung treatment,77,16.61,Respiratory,true
VPhylline,Breathing and lung treatment,317,58.66,Respiratory,true
OTerol 142mg,Breathing and lung treatment,798,75.04,Respiratory,true
NSone,Breathing and lung treatment,664,63.81,Respiratory,true
EPhylline,Breathing and lung treatment,450,49.49,Respiratory,true
ATerol 400mg,Breathing and lung treatment,617,46.39,Respiratory,true
MPhylline,Breathing and lung treatment,595,40.34,Respiratory,true
OTerol,Breathing and lung treatment,41,10.04,Respiratory,true
RPhylline 28mg,Breathing and lung treatment,389,62.22,Respiratory,true
GPhylline,Breathing and lung treatment,601,42.56,Respiratory,true
DSone,Breathing and lung treatment,786,57.83,Respiratory,true
ZTerol 71mg,Breathing and lung treatment,673,84.01,Respiratory,true
DPhylline,Breathing and lung treatment,786,53.57,Respiratory,true
ESone,Breathing and lung treatment,214,38.12,Respiratory,true
ETerol 401mg,Breathing and lung treatment,218,7.99,Respiratory,true
NPhylline,Breathing and lung treatment,757,10.1,Respiratory,true
ASone,Breathing and lung treatment,754,63.17,Respiratory,true
VPhylline 444mg,Breathing and lung treatment,733,77.8,Respiratory,true
APhylline,Breathing and lung treatment,595,62.65,Respiratory,true
STerol,Breathing and lung treatment,532,68.25,Respiratory,true
OPhylline 26mg,Breathing and lung treatment,676,47.32,Respiratory,true
GSone,Breathing and lung treatment,399,35.81,Respiratory,true
VPhylline,Breathing and lung treatment,475,68.69,Respiratory,true
LPhylline 421mg,Breathing and lung treatment,186,87.77,Respiratory,true
OPhylline,Breathing and lung treatment,71,31.92,Respiratory,true
GPhylline,Breathing and lung treatment,601,60.53,Respiratory,true
STerol 15mg,Breathing and lung treatment,591,64.14,Respiratory,true
IPhylline,Breathing and lung treatment,733,74.83,Respiratory,true
ITerol,Breathing and lung treatment,736,79.1,Respiratory,true
MSone 269mg,Breathing and lung treatment,728,37.6,Respiratory,true
BPhylline,Breathing and lung treatment,31,27.05,Respiratory,true
ZTerol,Breathing and lung treatment,449,44.91,Respiratory,true
CTerol 13mg,Breathing and lung treatment,70,35.43,Respiratory,true
ISone,Breathing and lung treatment,395,55.61,Respiratory,true
CTerol,Breathing and lung treatment,580,37.77,Respiratory,true
NPhylline 414mg,Breathing and lung treatment,86,17.61,Respiratory,true
ZPhylline,Breathing and lung treatment,559,24.41,Respiratory,true
VSone,Breathing and lung treatment,396,10.89,Respiratory,true
ATerol 210mg,Breathing and lung treatment,560,27.09,Respiratory,true
EPhylline,Breathing and lung treatment,737,55.28,Respiratory,true
DSone,Breathing and lung treatment,472,54.76,Respiratory,true
RPhylline 227mg,Breathing and lung treatment,85,60.51,Respiratory,true
PTerol,Breathing and lung treatment,339,61.9,Respiratory,true
FSone,Breathing and lung treatment,69,11.26,Respiratory,true
LPhylline 231mg,Breathing and lung treatment,797,16.71,Respiratory,true
ATerol,Breathing and lung treatment,39,49.25,Respiratory,true
PSone,Breathing and lung treatment,132,42.44,Respiratory,true
LTerol 359mg,Breathing and lung treatment,444,36.45,Respiratory,true
IPhylline,Breathing and lung treatment,675,77.48,Respiratory,true
LTerol,Breathing and lung treatment,408,9.86,Respiratory,true
SSone 326mg,Breathing and lung treatment,305,34.57,Respiratory,true
FPhylline,Breathing and lung treatment,794,8.08,Respiratory,true
HSone,Breathing and lung treatment,379,71.5,Respiratory,true
IPhylline 119mg,Breathing and lung treatment,618,18.84,Respiratory,true
VPhylline,Breathing and lung treatment,61,64.32,Respiratory,true
ISone,Breathing and lung treatment,530,86.29,Respiratory,true
PSone 436mg,Breathing and lung treatment,303,29.78,Respiratory,true
FPhylline,Breathing and lung treatment,305,10.45,Respiratory,true
DTerol,Breathing and lung treatment,495,13.52,Respiratory,true
RTerol 288mg,Breathing and lung treatment,648,31.1,Respiratory,true
TPhylline,Breathing and lung treatment,44,67.49,Respiratory,true
TSone,Breathing and lung treatment,664,52.69,Respiratory,true
RSone 479mg,Breathing and lung treatment,510,26.49,Respiratory,true
NTerol,Breathing and lung treatment,539,10.42,Respiratory,true
TSone,Breathing and lung treatment,34,55.99,Respiratory,true
SPhylline 184mg,Breathing and lung treatment,54,17.92,Respiratory,true
FPhylline,Breathing and lung treatment,457,28.92,Respiratory,true
VPhylline,Breathing and lung treatment,736,37.64,Respiratory,true
TSone 122mg,Breathing and lung treatment,127,85.45,Respiratory,true
GTerol,Breathing and lung treatment,227,15.22,Respiratory,true
TTidine 133mg,Digestive system treatment,205,87.11,Gastrointestinal,false
LPrazole,Digestive system treatment,447,22.16,Gastrointestinal,true
OTidine,Digestive system treatment,177,26.21,Gastrointestinal,true
ATidine 43mg,Digestive system treatment,764,19.87,Gastrointestinal,true
TTidine,Digestive system treatment,718,51.05,Gastrointestinal,true
OPeridone,Digestive system treatment,295,62.43,Gastrointestinal,false
ETidine 114mg,Digestive system treatment,771,49.35,Gastrointestinal,false
ZTidine,Digestive system treatment,673,61.47,Gastrointestinal,false
CTidine,Digestive system treatment,369,85.01,Gastrointestinal,true
OPrazole 374mg,Digestive system treatment,629,87.76,Gastrointestinal,false
VTidine,Digestive system treatment,694,55.24,Gastrointestinal,false
LTidine,Digestive system treatment,706,37.37,Gastrointestinal,false
GTidine 165mg,Digestive system treatment,298,82.8,Gastrointestinal,false
ITidine,Digestive system treatment,708,75.44,Gastrointestinal,true
IPrazole,Digestive system treatment,315,83.64,Gastrointestinal,true
RPrazole 42mg,Digestive system treatment,250,63.79,Gastrointestinal,false
MPrazole,Digestive system treatment,431,25.35,Gastrointestinal,true
ZTidine,Digestive system treatment,136,56.3,Gastrointestinal,false
ETidine 162mg,Digestive system treatment,273,8.47,Gastrointestinal,false
OPeridone,Digestive system treatment,100,66.78,Gastrointestinal,false
FTidine,Digestive system treatment,742,89.48,Gastrointestinal,false
PPeridone 465mg,Digestive system treatment,333,16.04,Gastrointestinal,true
NPrazole,Digestive system treatment,575,4.28,Gastrointestinal,false
APeridone,Digestive system treatment,65,85.97,Gastrointestinal,false
GTidine 234mg,Digestive system treatment,307,75.13,Gastrointestinal,false
CTidine,Digestive system treatment,700,82.95,Gastrointestinal,false
LPrazole,Digestive system treatment,782,84.8,Gastrointestinal,false
PPeridone 405mg,Digestive system treatment,255,89.24,Gastrointestinal,true
STidine,Digestive system treatment,611,63.57,Gastrointestinal,false
ITidine,Digestive system treatment,610,77.77,Gastrointestinal,true
RPeridone 445mg,Digestive system treatment,406,15.59,Gastrointestinal,true
GTidine,Digestive system treatment,176,38.04,Gastrointestinal,false
SPeridone,Digestive system treatment,243,43.9,Gastrointestinal,false
CPeridone 282mg,Digestive system treatment,346,25.06,Gastrointestinal,true
IPrazole,Digestive system treatment,504,52.79,Gastrointestinal,true
OPrazole,Digestive system treatment,412,31.08,Gastrointestinal,true
MTidine 445mg,Digestive system treatment,561,4.62,Gastrointestinal,false
MPrazole,Digestive system treatment,71,13.13,Gastrointestinal,false
DPeridone,Digestive system treatment,70,78.07,Gastrointestinal,false
ZPeridone 225mg,Digestive system treatment,195,61.14,Gastrointestinal,false
HTidine,Digestive system treatment,552,60.82,Gastrointestinal,false
TTidine,Digestive system treatment,351,8.6,Gastrointestinal,false
PPeridone 34mg,Digestive system treatment,461,87.72,Gastrointestinal,false
DPrazole,Digestive system treatment,344,52.01,Gastrointestinal,false
PTidine,Digestive system treatment,706,4.16,Gastrointestinal,false
DTidine 79mg,Digestive system treatment,349,61.37,Gastrointestinal,true
NTidine,Digestive system treatment,114,11.71,Gastrointestinal,false
LPeridone,Digestive system treatment,775,83.63,Gastrointestinal,false
TPrazole 403mg,Digestive system treatment,82,52.85,Gastrointestinal,false
RPrazole,Digestive system treatment,691,29.7,Gastrointestinal,false
APeridone,Digestive system treatment,589,82.39,Gastrointestinal,false
HPrazole 327mg,Digestive system treatment,240,37.91,Gastrointestinal,false
ETidine,Digestive system treatment,348,78.19,Gastrointestinal,false
FPeridone,Digestive system treatment,268,17.76,Gastrointestinal,false
LPrazole 239mg,Digestive system treatment,263,40.95,Gastrointestinal,false
NPeridone,Digestive system treatment,538,32.3,Gastrointestinal,true
ETidine,Digestive system treatment,347,12.35,Gastrointestinal,false
NTidine 197mg,Digestive system treatment,437,32.06,Gastrointestinal,true
ZPrazole,Digestive system treatment,317,73.53,Gastrointestinal,false
RPeridone,Digestive system treatment,772,59.14,Gastrointestinal,false
TPrazole 208mg,Digestive system treatment,583,88.33,Gastrointestinal,true
BTidine,Digestive system treatment,70,75.48,Gastrointestinal,true
ITidine,Digestive system treatment,23,26.63,Gastrointestinal,true
VPeridone 21mg,Digestive system treatment,555,9.22,Gastrointestinal,true
FTidine,Digestive system treatment,747,65.38,Gastrointestinal,false
MTidine,Digestive system treatment,610,88.49,Gastrointestinal,false
APrazole 126mg,Digestive system treatment,256,60.3,Gastrointestinal,true
FTidine,Digestive system treatment,181,10.38,Gastrointestinal,false
SPrazole,Digestive system treatment,150,86.56,Gastrointestinal,false
OPeridone 185mg,Digestive system treatment,601,82.69,Gastrointestinal,false
OTidine,Digestive system treatment,756,58.4,Gastrointestinal,false
EPeridone,Digestive system treatment,61,53.62,Gastrointestinal,false
SPeridone 44mg,Digestive system treatment,557,47.91,Gastrointestinal,false
VPrazole,Digestive system treatment,68,37.77,Gastrointestinal,false
GTidine,Digestive system treatment,469,5.29,Gastrointestinal,false
STidine 25mg,Digestive system treatment,221,49.43,Gastrointestinal,true
DPrazole,Digestive system treatment,417,87.3,Gastrointestinal,true
CPrazole,Digestive system treatment,665,55.57,Gastrointestinal,false
MTidine 482mg,Digestive system treatment,331,16.97,Gastrointestinal,true
GTidine,Digestive system treatment,240,64.79,Gastrointestinal,false
ITidine,Digestive system treatment,473,51.65,Gastrointestinal,false
EPeridone 323mg,Digestive system treatment,780,47.24,Gastrointestinal,false
CPrazole,Digestive system treatment,322,58.73,Gastrointestinal,false
NPrazole,Digestive system treatment,640,20.67,Gastrointestinal,false
GPrazole 416mg,Digestive system treatment,600,25.44,Gastrointestinal,false
FPeridone,Digestive system treatment,225,69.28,Gastrointestinal,false
CPrazole,Digestive system treatment,193,13.18,Gastrointestinal,true
HTidine 452mg,Digestive system treatment,182,53.81,Gastrointestinal,true
LTidine,Digestive system treatment,423,80.37,Gastrointestinal,false
LPrazole,Digestive system treatment,61,87.58,Gastrointestinal,false
GPeridone 104mg,Digestive system treatment,762,59.36,Gastrointestinal,false
GPeridone,Digestive system treatment,272,34.22,Gastrointestinal,false
